id,uf,nome_uf,mesorregiao_geografica,nome_mesorregião,microrregiao_geografica,nome_microrregiao,municipio,codigo_municipio_completo,nome_municipio,distrito,codigo_de_distrito_completo,nome_distrito
507,16,Amapá,02,"Sul do Amapá",003,Macapá,00303,1600303,Macapá,05,160030305,Macapá
508,16,Amapá,02,"Sul do Amapá",003,Macapá,00303,1600303,Macapá,10,160030310,Bailique
509,16,Amapá,02,"Sul do Amapá",003,Macapá,00303,1600303,Macapá,11,160030311,Carapanantuba
510,16,Amapá,02,"Sul do Amapá",003,Macapá,00303,1600303,Macapá,12,160030312,Fazendinha
511,16,Amapá,02,"Sul do Amapá",003,Macapá,00303,1600303,Macapá,24,160030324,"São Joaquim do Pacuí"
512,16,Amapá,02,"Sul do Amapá",004,Mazagão,00402,1600402,Mazagão,05,160040205,Mazagão
513,16,Amapá,02,"Sul do Amapá",004,Mazagão,00402,1600402,Mazagão,08,160040208,Carvão
514,16,Amapá,02,"Sul do Amapá",004,Mazagão,00402,1600402,Mazagão,15,160040215,"Mazagão Velho"
515,16,Amapá,01,"Norte do Amapá",001,Oiapoque,00501,1600501,Oiapoque,05,160050105,Oiapoque
516,16,Amapá,01,"Norte do Amapá",001,Oiapoque,00501,1600501,Oiapoque,10,160050110,"Clevelândia do Norte"
517,16,Amapá,01,"Norte do Amapá",001,Oiapoque,00501,1600501,Oiapoque,15,160050115,"Vila Velha"
518,16,Amapá,01,"Norte do Amapá",001,Oiapoque,00501,1600501,Oiapoque,20,160050120,"Vila Brasil"
519,16,Amapá,02,"Sul do Amapá",003,Macapá,00154,1600154,"Pedra Branca do Amapari",05,160015405,"Pedra Branca do Amapari"
520,16,Amapá,02,"Sul do Amapá",003,Macapá,00535,1600535,"Porto Grande",05,160053505,"Porto Grande"
521,16,Amapá,01,"Norte do Amapá",002,Amapá,00550,1600550,Pracuúba,05,160055005,Pracuúba
522,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,05,160060005,Santana
523,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,07,160060007,Anauerapucu
524,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,10,160060010,"Igarapé do Lago"
525,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,15,160060015,"Ilha de Santana"
526,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,20,160060020,Piaçacá
527,16,Amapá,02,"Sul do Amapá",003,Macapá,00600,1600600,Santana,23,160060023,Pirativa
528,16,Amapá,02,"Sul do Amapá",003,Macapá,00055,1600055,"Serra do Navio",05,160005505,"Serra do Navio"
529,16,Amapá,02,"Sul do Amapá",003,Macapá,00055,1600055,"Serra do Navio",10,160005510,Cachaço
530,16,Amapá,01,"Norte do Amapá",002,Amapá,00709,1600709,Tartarugalzinho,05,160070905,Tartarugalzinho
531,16,Amapá,02,"Sul do Amapá",004,Mazagão,00808,1600808,"Vitória do Jari",05,160080805,"Vitória do Jari"
532,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",00251,1700251,Abreulândia,05,170025105,Abreulândia
533,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",00301,1700301,Aguiarnópolis,05,170030105,Aguiarnópolis
534,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,00350,1700350,"Aliança do Tocantins",05,170035005,"Aliança do Tocantins"
535,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,00400,1700400,Almas,05,170040005,Almas
536,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,00707,1700707,Alvorada,05,170070705,Alvorada
537,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",01002,1701002,Ananás,05,170100205,Ananás
538,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",01051,1701051,Angico,05,170105105,Angico
539,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",01101,1701101,"Aparecida do Rio Negro",05,170110105,"Aparecida do Rio Negro"
540,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,01309,1701309,Aragominas,05,170130905,Aragominas
541,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",01903,1701903,Araguacema,05,170190305,Araguacema
542,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",02000,1702000,Araguaçu,05,170200005,Araguaçu
543,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,02109,1702109,Araguaína,05,170210905,Araguaína
544,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,02158,1702158,Araguanã,05,170215805,Araguanã
545,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",02208,1702208,Araguatins,05,170220805,Araguatins
546,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",02208,1702208,Araguatins,10,170220810,Natal
547,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,02307,1702307,Arapoema,05,170230705,Arapoema
548,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,02406,1702406,Arraias,05,170240605,Arraias
549,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,02406,1702406,Arraias,10,170240610,"Cana Brava"
550,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",02554,1702554,Augustinópolis,05,170255405,Augustinópolis
551,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,02703,1702703,"Aurora do Tocantins",05,170270305,"Aurora do Tocantins"
552,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",02901,1702901,"Axixá do Tocantins",05,170290105,"Axixá do Tocantins"
553,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,03008,1703008,Babaçulândia,05,170300805,Babaçulândia
554,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,03057,1703057,"Bandeirantes do Tocantins",05,170305705,"Bandeirantes do Tocantins"
555,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,03073,1703073,"Barra do Ouro",05,170307305,"Barra do Ouro"
556,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",03107,1703107,Barrolândia,05,170310705,Barrolândia
557,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",03206,1703206,"Bernardo Sayão",05,170320605,"Bernardo Sayão"
558,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",03305,1703305,"Bom Jesus do Tocantins",05,170330505,"Bom Jesus do Tocantins"
559,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",03602,1703602,"Brasilândia do Tocantins",05,170360205,"Brasilândia do Tocantins"
560,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,03701,1703701,"Brejinho de Nazaré",05,170370105,"Brejinho de Nazaré"
561,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",03800,1703800,"Buriti do Tocantins",05,170380005,"Buriti do Tocantins"
562,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",03826,1703826,Cachoeirinha,05,170382605,Cachoeirinha
563,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,03842,1703842,"Campos Lindos",05,170384205,"Campos Lindos"
564,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,03867,1703867,"Cariri do Tocantins",05,170386705,"Cariri do Tocantins"
565,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,03883,1703883,Carmolândia,05,170388305,Carmolândia
566,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",03891,1703891,"Carrasco Bonito",05,170389105,"Carrasco Bonito"
567,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",03909,1703909,Caseara,05,170390905,Caseara
568,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,04105,1704105,Centenário,05,170410505,Centenário
569,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,05102,1705102,"Chapada da Natividade",05,170510205,"Chapada da Natividade"
570,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",04600,1704600,"Chapada de Areia",05,170460005,"Chapada de Areia"
571,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,05508,1705508,"Colinas do Tocantins",05,170550805,"Colinas do Tocantins"
572,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",16703,1716703,Colméia,05,171670305,Colméia
573,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,05557,1705557,Combinado,05,170555705,Combinado
574,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,05607,1705607,"Conceição do Tocantins",05,170560705,"Conceição do Tocantins"
575,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",06001,1706001,"Couto Magalhães",05,170600105,"Couto Magalhães"
576,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",06100,1706100,Cristalândia,05,170610005,Cristalândia
577,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,06258,1706258,"Crixás do Tocantins",05,170625805,"Crixás do Tocantins"
578,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",06506,1706506,Darcinópolis,05,170650605,Darcinópolis
579,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,07009,1707009,Dianópolis,05,170700905,Dianópolis
580,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",07108,1707108,"Divinópolis do Tocantins",05,170710805,"Divinópolis do Tocantins"
581,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",07207,1707207,"Dois Irmãos do Tocantins",05,170720705,"Dois Irmãos do Tocantins"
582,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",07306,1707306,Dueré,05,170730605,Dueré
583,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",07405,1707405,Esperantina,05,170740505,Esperantina
584,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",07553,1707553,Fátima,05,170755305,Fátima
585,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,07652,1707652,Figueirópolis,05,170765205,Figueirópolis
586,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,07702,1707702,Filadélfia,05,170770205,Filadélfia
587,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,07702,1707702,Filadélfia,10,170770210,Bielândia
588,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",08205,1708205,"Formoso do Araguaia",05,170820505,"Formoso do Araguaia"
589,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",08254,1708254,"Fortaleza do Tabocão",05,170825405,"Fortaleza do Tabocão"
590,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",08304,1708304,Goianorte,05,170830405,Goianorte
591,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,09005,1709005,Goiatins,05,170900505,Goiatins
592,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,09005,1709005,Goiatins,10,170900510,Cartucho
593,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,09005,1709005,Goiatins,15,170900515,Craolândia
594,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",09302,1709302,Guaraí,05,170930205,Guaraí
595,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",09302,1709302,Guaraí,10,170930210,Mirandópolis
596,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,09500,1709500,Gurupi,05,170950005,Gurupi
597,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",09807,1709807,Ipueiras,05,170980705,Ipueiras
598,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,10508,1710508,Itacajá,05,171050805,Itacajá
599,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",10706,1710706,Itaguatins,05,171070605,Itaguatins
600,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,10904,1710904,Itapiratins,05,171090405,Itapiratins
601,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",11100,1711100,"Itaporã do Tocantins",05,171110005,"Itaporã do Tocantins"
602,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,11506,1711506,"Jaú do Tocantins",05,171150605,"Jaú do Tocantins"
603,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",11803,1711803,Juarina,05,171180305,Juarina
604,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",11902,1711902,"Lagoa da Confusão",05,171190205,"Lagoa da Confusão"
605,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,11951,1711951,"Lagoa do Tocantins",05,171195105,"Lagoa do Tocantins"
606,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",12009,1712009,Lajeado,05,171200905,Lajeado
607,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,12157,1712157,Lavandeira,05,171215705,Lavandeira
608,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,12405,1712405,Lizarda,05,171240505,Lizarda
609,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,12405,1712405,Lizarda,10,171240510,"Alto Bonito"
610,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",12454,1712454,Luzinópolis,05,171245405,Luzinópolis
611,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",12504,1712504,"Marianópolis do Tocantins",05,171250405,"Marianópolis do Tocantins"
612,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,12702,1712702,Mateiros,05,171270205,Mateiros
613,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",12801,1712801,"Maurilândia do Tocantins",05,171280105,"Maurilândia do Tocantins"
614,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",13205,1713205,"Miracema do Tocantins",05,171320505,"Miracema do Tocantins"
615,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",13304,1713304,Miranorte,05,171330405,Miranorte
616,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",13601,1713601,"Monte do Carmo",05,171360105,"Monte do Carmo"
617,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",13700,1713700,"Monte Santo do Tocantins",05,171370005,"Monte Santo do Tocantins"
618,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,13957,1713957,Muricilândia,05,171395705,Muricilândia
619,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,14203,1714203,Natividade,05,171420305,Natividade
620,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,14203,1714203,Natividade,20,171420320,Príncipe
621,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",14302,1714302,Nazaré,05,171430205,Nazaré
622,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,14880,1714880,"Nova Olinda",05,171488005,"Nova Olinda"
623,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",15002,1715002,"Nova Rosalândia",05,171500205,"Nova Rosalândia"
624,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,15101,1715101,"Novo Acordo",05,171510105,"Novo Acordo"
625,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,15150,1715150,"Novo Alegre",05,171515005,"Novo Alegre"
626,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,15259,1715259,"Novo Jardim",05,171525905,"Novo Jardim"
627,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",15507,1715507,"Oliveira de Fátima",05,171550705,"Oliveira de Fátima"
628,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",21000,1721000,Palmas,05,172100005,Palmas
629,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",21000,1721000,Palmas,08,172100008,Buritirana
630,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",21000,1721000,Palmas,15,172100015,Taquaruçu
631,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,15705,1715705,Palmeirante,05,171570505,Palmeirante
632,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",13809,1713809,"Palmeiras do Tocantins",05,171380905,"Palmeiras do Tocantins"
633,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,15754,1715754,Palmeirópolis,05,171575405,Palmeirópolis
634,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",16109,1716109,"Paraíso do Tocantins",05,171610905,"Paraíso do Tocantins"
635,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,16208,1716208,Paranã,05,171620805,Paranã
636,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,16208,1716208,Paranã,10,171620810,"Bom Jesus da Palma"
637,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,16208,1716208,Paranã,15,171620815,"Campo Alegre"
638,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,16307,1716307,"Pau D'Arco",05,171630705,"Pau D'Arco"
639,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",16505,1716505,"Pedro Afonso",05,171650505,"Pedro Afonso"
640,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",16505,1716505,"Pedro Afonso",10,171650510,"Porto Real"
641,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,16604,1716604,Peixe,05,171660405,Peixe
642,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",16653,1716653,Pequizeiro,05,171665305,Pequizeiro
643,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,17008,1717008,"Pindorama do Tocantins",05,171700805,"Pindorama do Tocantins"
644,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,17206,1717206,Piraquê,05,171720605,Piraquê
645,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",17503,1717503,Pium,05,171750305,Pium
646,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,17800,1717800,"Ponte Alta do Bom Jesus",05,171780005,"Ponte Alta do Bom Jesus"
647,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,17909,1717909,"Ponte Alta do Tocantins",05,171790905,"Ponte Alta do Tocantins"
648,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,18006,1718006,"Porto Alegre do Tocantins",05,171800605,"Porto Alegre do Tocantins"
649,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",18204,1718204,"Porto Nacional",05,171820405,"Porto Nacional"
650,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",18204,1718204,"Porto Nacional",25,171820425,Luzimangues
651,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",18303,1718303,"Praia Norte",05,171830305,"Praia Norte"
652,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",18402,1718402,"Presidente Kennedy",05,171840205,"Presidente Kennedy"
653,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",18451,1718451,Pugmil,05,171845105,Pugmil
654,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,18501,1718501,Recursolândia,05,171850105,Recursolândia
655,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",18550,1718550,Riachinho,05,171855005,Riachinho
656,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,18659,1718659,"Rio da Conceição",05,171865905,"Rio da Conceição"
657,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",18709,1718709,"Rio dos Bois",05,171870905,"Rio dos Bois"
658,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,18758,1718758,"Rio Sono",05,171875805,"Rio Sono"
659,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",18808,1718808,Sampaio,05,171880805,Sampaio
660,17,Tocantins,01,"Ocidental do Tocantins",004,"Rio Formoso",18840,1718840,Sandolândia,05,171884005,Sandolândia
661,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,18865,1718865,"Santa Fé do Araguaia",05,171886505,"Santa Fé do Araguaia"
662,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",18881,1718881,"Santa Maria do Tocantins",05,171888105,"Santa Maria do Tocantins"
663,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,18899,1718899,"Santa Rita do Tocantins",05,171889905,"Santa Rita do Tocantins"
664,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,18907,1718907,"Santa Rosa do Tocantins",05,171890705,"Santa Rosa do Tocantins"
665,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,18907,1718907,"Santa Rosa do Tocantins",10,171890710,Cangas
666,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,18907,1718907,"Santa Rosa do Tocantins",15,171890715,"Morro de São João"
667,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,19004,1719004,"Santa Tereza do Tocantins",05,171900405,"Santa Tereza do Tocantins"
668,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",20002,1720002,"Santa Terezinha do Tocantins",05,172000205,"Santa Terezinha do Tocantins"
669,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",20101,1720101,"São Bento do Tocantins",05,172010105,"São Bento do Tocantins"
670,17,Tocantins,02,"Oriental do Tocantins",007,Jalapão,20150,1720150,"São Félix do Tocantins",05,172015005,"São Félix do Tocantins"
671,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",20200,1720200,"São Miguel do Tocantins",05,172020005,"São Miguel do Tocantins"
672,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,20259,1720259,"São Salvador do Tocantins",05,172025905,"São Salvador do Tocantins"
673,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",20309,1720309,"São Sebastião do Tocantins",05,172030905,"São Sebastião do Tocantins"
674,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,20499,1720499,"São Valério",05,172049905,"São Valério"
675,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",20655,1720655,Silvanópolis,05,172065505,Silvanópolis
676,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",20804,1720804,"Sítio Novo do Tocantins",05,172080405,"Sítio Novo do Tocantins"
677,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,20853,1720853,Sucupira,05,172085305,Sucupira
678,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,20903,1720903,Taguatinga,05,172090305,Taguatinga
679,17,Tocantins,02,"Oriental do Tocantins",008,Dianópolis,20937,1720937,"Taipas do Tocantins",05,172093705,"Taipas do Tocantins"
680,17,Tocantins,01,"Ocidental do Tocantins",005,Gurupi,20978,1720978,Talismã,05,172097805,Talismã
681,17,Tocantins,02,"Oriental do Tocantins",006,"Porto Nacional",21109,1721109,Tocantínia,05,172110905,Tocantínia
682,17,Tocantins,01,"Ocidental do Tocantins",001,"Bico do Papagaio",21208,1721208,Tocantinópolis,05,172120805,Tocantinópolis
683,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",21257,1721257,Tupirama,05,172125705,Tupirama
684,17,Tocantins,01,"Ocidental do Tocantins",003,"Miracema do Tocantins",21307,1721307,Tupiratins,05,172130705,Tupiratins
685,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,22081,1722081,Wanderlândia,05,172208105,Wanderlândia
686,17,Tocantins,01,"Ocidental do Tocantins",002,Araguaína,22107,1722107,Xambioá,05,172210705,Xambioá
687,21,Maranhão,02,"Oeste Maranhense",009,Imperatriz,00055,2100055,Açailândia,05,210005505,Açailândia
688,21,Maranhão,04,"Leste Maranhense",016,"Coelho Neto",00105,2100105,"Afonso Cunha",05,210010505,"Afonso Cunha"
689,21,Maranhão,04,"Leste Maranhense",013,"Baixo Parnaíba Maranhense",00154,2100154,"Água Doce do Maranhão",05,210015405,"Água Doce do Maranhão"
690,21,Maranhão,01,"Norte Maranhense",001,"Litoral Ocidental Maranhense",00204,2100204,Alcântara,05,210020405,Alcântara
691,21,Maranhão,01,"Norte Maranhense",001,"Litoral Ocidental Maranhense",00204,2100204,Alcântara,10,210020410,"São João de Cortes"
692,21,Maranhão,04,"Leste Maranhense",016,"Coelho Neto",00303,2100303,"Aldeias Altas",05,210030305,"Aldeias Altas"
693,21,Maranhão,02,"Oeste Maranhense",008,Pindaré,00402,2100402,"Altamira do Maranhão",05,210040205,"Altamira do Maranhão"
694,21,Maranhão,04,"Leste Maranhense",015,Codó,00436,2100436,"Alto Alegre do Maranhão",05,210043605,"Alto Alegre do Maranhão"
695,21,Maranhão,02,"Oeste Maranhense",008,Pindaré,00477,2100477,"Alto Alegre do Pindaré",05,210047705,"Alto Alegre do Pindaré"
696,21,Maranhão,05,"Sul Maranhense",020,"Gerais de Balsas",00501,2100501,"Alto Parnaíba",05,210050105,"Alto Parnaíba"
697,21,Maranhão,05,"Sul Maranhense",020,"Gerais de Balsas",00501,2100501,"Alto Parnaíba",10,210050110,Curupá
698,21,Maranhão,02,"Oeste Maranhense",007,Gurupi,00550,2100550,"Amapá do Maranhão",05,210055005,"Amapá do Maranhão"
699,21,Maranhão,02,"Oeste Maranhense",009,Imperatriz,00600,2100600,"Amarante do Maranhão",05,210060005,"Amarante do Maranhão"
700,21,Maranhão,01,"Norte Maranhense",005,"Baixada Maranhense",00709,2100709,Anajatuba,05,210070905,Anajatuba
701,21,Maranhão,01,"Norte Maranhense",005,"Baixada Maranhense",00709,2100709,Anajatuba,10,210070910,"Porto das Gabarras"
702,21,Maranhão,04,"Leste Maranhense",014,Chapadinha,00808,2100808,Anapurus,05,210080805,Anapurus
703,21,Maranhão,01,"Norte Maranhense",001,"Litoral Ocidental Maranhense",00832,2100832,Apicum-Açu,05,210083205,Apicum-Açu
704,21,Maranhão,02,"Oeste Maranhense",008,Pindaré,00873,2100873,Araguanã,05,210087305,Araguanã
705,21,Maranhão,04,"Leste Maranhense",013,"Baixo Parnaíba Maranhense",00907,2100907,Araioses,05,210090705,Araioses
706,21,Maranhão,03,"Centro Maranhense",011,"Alto Mearim e Grajaú",00956,2100956,Arame,05,210095605,Arame
707,21,Maranhão,01,"Norte Maranhense",005,"Baixada Maranhense",01004,2101004,Arari,05,210100405,Arari
708,21,Maranhão,01,"Norte Maranhense",005,"Baixada Maranhense",01004,2101004,Arari,10,210100410,"Bonfim do Arari"
709,21,Maranhão,01,"Norte Maranhense",003,Rosário,01103,2101103,Axixá,05,210110305,Axixá
710,21,Maranhão,03,"Centro Maranhense",010,"Médio Mearim",01202,2101202,Bacabal,05,210120205,Bacabal
711,21,Maranhão,01,"Norte Maranhense",003,Rosário,01251,2101251,Bacabeira,05,210125105,Bacabeira
712,21,Maranhão,01,"Norte Maranhense",001,"Litoral Ocidental Maranhense",01301,2101301,Bacuri,05,210130105,Bacuri
713,21,Maranhão,01,"Norte Maranhense",001,"Litoral Ocidental Maranhense",01350,2101350,Bacurituba,05,210135005,Bacurituba
714,21,Maranhão,05,"Sul Maranhense",020,"Gerais de Balsas",01400,2101400,Balsas,05,210140005,Balsas
715,21,Maranhão,04,"Leste Maranhense",018,"Chapadas do Alto Itapecuru",01509,2101509,"Barão de Grajaú",05,210150905,"Barão de Grajaú"
716,21,Maranhão,03,"Centro Maranhense",011,"Alto Mearim e Grajaú",01608,2101608,"Barra do Corda",05,210160805,"Barra do Corda"
717,21,Maranhão,01,"Norte Maranhense",004,"Lençóis Maranhenses",01707,2101707,Barreirinhas,05,210170705,Barreirinhas
718,21,Maranhão,01,"Norte Maranhense",005,"Baixada Maranhense",01772,2101772,"Bela Vista do Maranhão",05,210177205,"Bela Vista do Maranhão"
719,21,Maranhão,04,"Leste Maranhense",014,Chapadinha,01731,2101731,Belágua,05,210173105,Belágua
